name,effect,attack
G91-42102-4411-37911.wav,Distortion,22050
G71-62312-4411-37635.wav,Distortion,22050
G71-51301-4413-38872.wav,Distortion,21609
G61-70511-4412-38128.wav,Distortion,21168
G73-74610-4411-37750.wav,Distortion,21609
B43-41208-4412-07354.wav,Distortion,21609
G61-62407-4411-37487.wav,Distortion,21168
G73-52207-4413-38943.wav,Distortion,22050
B23-39111-4413-07760.wav,Distortion,21609
B33-34106-4411-06611.wav,Distortion,21168
G93-68509-4412-38672.wav,Distortion,22050
B22-44401-4412-07113.wav,Distortion,21609
G61-56401-4411-37481.wav,Distortion,20286
G63-44104-4411-37523.wav,Distortion,21168
G63-67508-4412-38203.wav,Distortion,20727
G73-64600-4412-38364.wav,Distortion,22491
B33-48405-4413-07897.wav,Distortion,21168
B22-52409-4411-06497.wav,Distortion,21168
B11-42304-4412-06895.wav,Distortion,20286
G91-69510-4411-37971.wav,Distortion,22491
G71-69510-4413-38907.wav,Distortion,21609
B33-37109-4412-07238.wav,Distortion,21609
G63-60310-4413-38803.wav,Distortion,22491
G91-73609-4411-37983.wav,Distortion,22050
G71-54209-4411-37619.wav,Distortion,22050
G73-49204-4412-38316.wav,Distortion,22050
B43-44401-4413-07997.wav,Distortion,22491
G63-61406-4412-38188.wav,Distortion,21609
G81-61502-4412-38431.wav,Distortion,21168
B13-46308-4412-07003.wav,Distortion,21168
G93-59500-4412-38663.wav,Distortion,22491
B22-45402-4413-07738.wav,Distortion,23373
G63-58308-4412-38177.wav,Distortion,22050
G71-56306-4412-38253.wav,Distortion,22491
G61-61502-4412-38119.wav,Distortion,20727
G91-60405-4412-38577.wav,Distortion,21609
B23-43305-4411-06532.wav,Distortion,22050
G71-58308-4413-38879.wav,Distortion,21609
B53-41208-4411-06834.wav,Distortion,21609
B43-52409-4413-08005.wav,Distortion,22491
G61-60405-4413-38733.wav,Distortion,24696
B53-38110-4413-08071.wav,Distortion,22050
G71-64409-4413-38893.wav,Distortion,22050
G91-57402-4411-37950.wav,Distortion,22050
B11-32104-4413-07493.wav,Distortion,20727
G83-61502-4413-39133.wav,Distortion,23814
G73-74610-4413-38998.wav,Distortion,21609
G83-50110-4412-38465.wav,Distortion,21609
B21-33200-4412-07034.wav,Distortion,22050
G61-63504-4411-37497.wav,Distortion,22491
G83-63504-4411-37887.wav,Distortion,23373
G93-46201-4412-38625.wav,Distortion,21168
G71-68604-4411-37666.wav,Distortion,22932
G81-67412-4411-37804.wav,Distortion,22491
B31-50312-4412-07215.wav,Distortion,24696
G93-52112-4412-38623.wav,Distortion,22050
G83-67412-4411-37882.wav,Distortion,22050
G83-67508-4412-38515.wav,Distortion,22050
G61-67412-4411-37492.wav,Distortion,21168
B33-39111-4413-07864.wav,Distortion,22491
B21-32104-4411-06401.wav,Distortion,21609
G83-55210-4412-38478.wav,Distortion,22050
G83-66411-4412-38505.wav,Distortion,21609
B23-43305-4412-07156.wav,Distortion,22050
B21-39206-4411-06416.wav,Distortion,20286
G63-61311-4411-37556.wav,Distortion,21609
G83-61406-4413-39124.wav,Distortion,21609
G63-49109-4413-38776.wav,Distortion,22932
B51-47309-4412-07420.wav,Distortion,21168
B41-43305-4413-07936.wav,Distortion,22491
B11-44401-4413-07529.wav,Distortion,22491
G93-59500-4413-39287.wav,Distortion,23373
G91-68509-4412-38594.wav,Distortion,22050
G93-44104-4412-38615.wav,Distortion,21609
B33-33200-4413-07866.wav,Distortion,22491
G81-47202-4411-37768.wav,Distortion,21609
G81-50205-4413-39019.wav,Distortion,22491
B43-50312-4413-07995.wav,Distortion,22932
B11-42209-4412-06887.wav,Distortion,22050
B12-49311-4412-06954.wav,Distortion,22932
G91-67412-4413-39208.wav,Distortion,21609
B43-38300-4411-06735.wav,Distortion,21168
B22-53410-4412-07122.wav,Distortion,20727
B53-38110-4412-07447.wav,Distortion,21168
B53-45212-4412-07462.wav,Distortion,21609
B12-50407-4411-06339.wav,Distortion,22491
B53-49311-4413-08098.wav,Distortion,23373
B13-49406-4413-07638.wav,Distortion,22932
G91-76612-4411-37986.wav,Distortion,22050
G81-66602-4413-39068.wav,Distortion,22050
G73-60405-4411-37719.wav,Distortion,21609
B22-49406-4413-07742.wav,Distortion,22491
B41-53410-4411-06706.wav,Distortion,22932
G73-47107-4412-38306.wav,Distortion,21609
B33-45402-4411-06646.wav,Distortion,20286
G91-56306-4413-39189.wav,Distortion,22491
B33-39206-4412-07248.wav,Distortion,20727
G71-68509-4412-38282.wav,Distortion,21609
B23-46308-4413-07783.wav,Distortion,23814
B31-44401-4412-07217.wav,Distortion,21609
B21-44306-4411-06429.wav,Distortion,20727
B13-46403-4411-06387.wav,Distortion,21168
B43-35202-4412-07348.wav,Distortion,22050
B43-54411-4413-08007.wav,Distortion,22932
B43-44306-4411-06741.wav,Distortion,23373
G63-56401-4411-37559.wav,Distortion,20286
G73-61502-4413-38977.wav,Distortion,22491
G83-70606-4413-39150.wav,Distortion,21168
B23-44401-4412-07165.wav,Distortion,18963
G93-61311-4412-38648.wav,Distortion,21609
G71-45105-4412-38226.wav,Distortion,22932
B31-48310-4413-07837.wav,Distortion,22491
B12-39111-4413-07552.wav,Distortion,22491
G71-57307-4411-37630.wav,Distortion,23373
B51-46403-4413-08051.wav,Distortion,21168
B51-54411-4412-07435.wav,Distortion,21609
B43-37109-4412-07342.wav,Distortion,22050
G83-53303-4412-38484.wav,Distortion,22050
B51-36108-4412-07393.wav,Distortion,21609
G63-62503-4411-37574.wav,Distortion,22050
B13-32104-4412-06973.wav,Distortion,16317
B12-39206-4411-06312.wav,Distortion,21609
G71-63504-4412-38277.wav,Distortion,23373
G81-69510-4412-38439.wav,Distortion,22491
B41-49406-4411-06702.wav,Distortion,22050
B13-42304-4412-06999.wav,Distortion,20727
B22-53410-4413-07746.wav,Distortion,20727
B22-46308-4411-06483.wav,Distortion,21168
B21-33105-4411-06402.wav,Distortion,22050
B43-29101-4412-07334.wav,Distortion,20727
G73-70511-4413-38986.wav,Distortion,22491
G73-62312-4411-37713.wav,Distortion,21168
G91-68604-4411-37978.wav,Distortion,22050
G91-45200-4411-37922.wav,Distortion,22050
G81-60310-4411-37789.wav,Distortion,23814
G71-67412-4412-38272.wav,Distortion,21609
B23-42304-4412-07155.wav,Distortion,21168
G71-52207-4413-38865.wav,Distortion,22491
G63-48108-4413-38775.wav,Distortion,21609
G63-60310-4411-37555.wav,Distortion,22491
G83-53208-4413-39100.wav,Distortion,21609
G71-53303-4413-38874.wav,Distortion,22932
B13-52409-4412-07017.wav,Distortion,21609
B22-35107-4412-07080.wav,Distortion,22491
G63-41101-4413-38768.wav,Distortion,22050
G83-64409-4412-38503.wav,Distortion,22050
G83-51111-4412-38466.wav,Distortion,20286
G71-60310-4411-37633.wav,Distortion,23373
G73-65506-4411-37733.wav,Distortion,22050
B22-46403-4412-07115.wav,Distortion,22491
G71-75611-4413-38921.wav,Distortion,22491
G93-56401-4413-39275.wav,Distortion,22491
G81-57402-4412-38418.wav,Distortion,21609
B41-43400-4412-07320.wav,Distortion,20727
B33-45307-4411-06638.wav,Distortion,20286
B53-43305-4411-06844.wav,Distortion,20727
G63-64600-4411-37584.wav,Distortion,21168
G63-63408-4411-37566.wav,Distortion,21609
G63-57212-4412-38168.wav,Distortion,22491
B41-42209-4413-07927.wav,Distortion,23814
B23-33200-4412-07138.wav,Distortion,21168
B13-50312-4413-07631.wav,Distortion,22491
B12-36203-4411-06309.wav,Distortion,20286
B23-42304-4411-06531.wav,Distortion,20727
G73-60501-4412-38352.wav,Distortion,21609
G61-68509-4411-37502.wav,Distortion,21609
G83-47107-4411-37838.wav,Distortion,21609
G73-56211-4411-37699.wav,Distortion,21609
G63-54304-4413-38797.wav,Distortion,22932
B53-39111-4413-08072.wav,Distortion,22491
G61-67508-4412-38125.wav,Distortion,20727
B11-43305-4412-06896.wav,Distortion,21168
B53-41208-4412-07458.wav,Distortion,21609
B21-48405-4413-07689.wav,Distortion,21609
G73-55210-4413-38946.wav,Distortion,22491
B41-44401-4411-06697.wav,Distortion,21609
G63-50300-4412-38169.wav,Distortion,21168
B12-33105-4411-06298.wav,Distortion,21609
B41-38205-4412-07299.wav,Distortion,22050
G93-71512-4412-38675.wav,Distortion,21609
G71-48203-4412-38237.wav,Distortion,22491
G73-75611-4411-37751.wav,Distortion,21609
G71-66411-4413-38895.wav,Distortion,22491
B11-42304-4413-07519.wav,Distortion,21609
G73-53208-4413-38944.wav,Distortion,22491
G81-53303-4413-39030.wav,Distortion,20727
B53-41303-4413-08090.wav,Distortion,22050
G93-71607-4411-38059.wav,Distortion,22491
B12-38110-4413-07551.wav,Distortion,22491
G71-44104-4412-38225.wav,Distortion,22491
B43-45212-4411-06734.wav,Distortion,20286
B43-36108-4412-07341.wav,Distortion,20727
B31-46308-4411-06587.wav,Distortion,22050
B51-30102-4412-07387.wav,Distortion,20727
G91-59309-4411-37944.wav,Distortion,21609
B21-36108-4412-07029.wav,Distortion,21609
B53-38300-4412-07463.wav,Distortion,21609
B43-40207-4412-07353.wav,Distortion,20727
B33-43305-4412-07260.wav,Distortion,21609
G91-70606-4412-38604.wav,Distortion,23814
B53-35202-4412-07452.wav,Distortion,21609
B21-41208-4413-07666.wav,Distortion,21609
B31-39301-4411-06580.wav,Distortion,21609
G81-55210-4412-38400.wav,Distortion,22050
G73-46106-4412-38305.wav,Distortion,20727
G93-70606-4412-38682.wav,Distortion,21609
B51-44306-4411-06793.wav,Distortion,22932
B33-34201-4412-07243.wav,Distortion,15435
B23-42209-4412-07147.wav,Distortion,22491
B53-40207-4413-08081.wav,Distortion,22491
B43-45307-4411-06742.wav,Distortion,21609
G81-52207-4413-39021.wav,Distortion,23814
G73-66411-4413-38973.wav,Distortion,22491
B31-35107-4412-07184.wav,Distortion,20286
B41-32104-4413-07909.wav,Distortion,22050
B43-39301-4411-06736.wav,Distortion,21609
B21-55412-4412-07072.wav,Distortion,20727
G93-70606-4413-39306.wav,Distortion,22932
G61-45105-4412-38070.wav,Distortion,22050
B13-44401-4413-07633.wav,Distortion,22050
G83-55210-4413-39102.wav,Distortion,22932
G91-51206-4412-38552.wav,Distortion,25137
G91-66507-4411-37968.wav,Distortion,22050
G63-57307-4413-38800.wav,Distortion,22491
B53-43400-4413-08100.wav,Distortion,22491
B23-52409-4413-07797.wav,Distortion,21609
B43-50407-4411-06755.wav,Distortion,20727
G83-52112-4413-39091.wav,Distortion,21168
B12-45402-4413-07582.wav,Distortion,22050
B23-42209-4411-06523.wav,Distortion,22491
B41-42304-4413-07935.wav,Distortion,22491
B31-30102-4413-07803.wav,Distortion,21168
G63-47107-4412-38150.wav,Distortion,21168
G93-45105-4412-38616.wav,Distortion,21609
G73-62407-4411-37721.wav,Distortion,22491
G63-62503-4413-38822.wav,Distortion,22491
G83-58308-4412-38489.wav,Distortion,21609
B41-50312-4411-06695.wav,Distortion,23373
B13-35107-4413-07600.wav,Distortion,22491
B43-38205-4411-06727.wav,Distortion,20286
B33-33105-4411-06610.wav,Distortion,21168
G81-54209-4411-37775.wav,Distortion,22491
G83-58403-4411-37873.wav,Distortion,20727
B22-51408-4412-07120.wav,Distortion,22491
G81-57212-4413-39026.wav,Distortion,22491
G81-60405-4411-37797.wav,Distortion,22050
B53-45212-4413-08086.wav,Distortion,22491
B12-46308-4413-07575.wav,Distortion,21168
G71-72608-4411-37670.wav,Distortion,22050
B22-46308-4413-07731.wav,Distortion,21609
B31-37109-4413-07810.wav,Distortion,22491
B13-32104-4411-06349.wav,Distortion,21609
B22-41303-4413-07726.wav,Distortion,23814
B12-46403-4411-06335.wav,Distortion,23373
G73-47202-4413-38938.wav,Distortion,21168
G91-54304-4411-37939.wav,Distortion,22932
G63-60405-4411-37563.wav,Distortion,20727
B11-44306-4413-07521.wav,Distortion,21609
G81-64505-4412-38434.wav,Distortion,22491
G63-50110-4411-37529.wav,Distortion,20286
B51-38110-4413-08019.wav,Distortion,22932
B41-43305-4411-06688.wav,Distortion,22050
G83-52302-4413-39107.wav,Distortion,21609
B31-46403-4413-07843.wav,Distortion,21609
G83-73609-4412-38529.wav,Distortion,20727
B12-36108-4413-07549.wav,Distortion,23373
G91-42102-4413-39159.wav,Distortion,22491
B12-48310-4412-06953.wav,Distortion,22050
B41-41208-4412-07302.wav,Distortion,21168
B13-42304-4411-06375.wav,Distortion,20727
G73-42102-4413-38925.wav,Distortion,22491
G93-54209-4413-39257.wav,Distortion,22491
B21-38110-4412-07031.wav,Distortion,22491
G61-48108-4413-38697.wav,Distortion,21609
B33-40302-4413-07881.wav,Distortion,22050
G81-46201-4413-39015.wav,Distortion,22932
G83-66507-4412-38514.wav,Distortion,22491
B11-46403-4412-06907.wav,Distortion,19404
G81-50300-4413-39027.wav,Distortion,22491
B51-40112-4413-08021.wav,Distortion,22050
G91-44104-4412-38537.wav,Distortion,23373
G83-46201-4413-39093.wav,Distortion,22932
G81-52112-4413-39013.wav,Distortion,22050
G81-59500-4413-39053.wav,Distortion,23373
B53-33200-4413-08074.wav,Distortion,21609
G73-40100-4411-37675.wav,Distortion,21168
B43-44401-4411-06749.wav,Distortion,21168
G63-56306-4411-37551.wav,Distortion,22050
B51-31103-4413-08012.wav,Distortion,23814
G63-44104-4412-38147.wav,Distortion,21168
G73-67412-4411-37726.wav,Distortion,21609
G71-44104-4413-38849.wav,Distortion,22491
B23-47309-4413-07784.wav,Distortion,22050
B22-35202-4411-06464.wav,Distortion,22932
B33-48405-4411-06649.wav,Distortion,20286
B33-29101-4411-06606.wav,Distortion,20727
B51-34201-4411-06775.wav,Distortion,21168
G63-50205-4411-37537.wav,Distortion,21168
B53-52409-4413-08109.wav,Distortion,22491
B22-30102-4411-06451.wav,Distortion,21168
B22-34106-4412-07079.wav,Distortion,21168
G63-73609-4412-38217.wav,Distortion,22491
G63-59404-4413-38810.wav,Distortion,22491
G83-54304-4411-37861.wav,Distortion,21168
G63-68509-4413-38828.wav,Distortion,21609
G61-54304-4411-37471.wav,Distortion,22932
B11-33105-4411-06246.wav,Distortion,21168
G63-66507-4412-38202.wav,Distortion,21609
B41-51408-4411-06704.wav,Distortion,22050
G83-64505-4413-39136.wav,Distortion,22932
B13-33105-4412-06974.wav,Distortion,13671
B51-37109-4412-07394.wav,Distortion,22491
B53-38205-4411-06831.wav,Distortion,22491
G83-52302-4412-38483.wav,Distortion,20727
G63-63504-4413-38823.wav,Distortion,23373
G71-51206-4412-38240.wav,Distortion,22932
G81-52302-4412-38405.wav,Distortion,24255
G81-59404-4413-39044.wav,Distortion,21609
B13-36203-4412-06985.wav,Distortion,17199
G71-76612-4413-38922.wav,Distortion,22491
B13-42209-4411-06367.wav,Distortion,22050
G63-61311-4413-38804.wav,Distortion,22050
B53-43210-4411-06836.wav,Distortion,21609
B43-33105-4413-07962.wav,Distortion,22050
G63-45105-4411-37524.wav,Distortion,19845
B41-32104-4411-06661.wav,Distortion,22050
B41-52409-4412-07329.wav,Distortion,22932
G83-66602-4411-37898.wav,Distortion,22491
B23-38110-4413-07759.wav,Distortion,21609
G71-52112-4413-38857.wav,Distortion,23814
B41-39206-4411-06676.wav,Distortion,21609
G93-65601-4412-38677.wav,Distortion,21609
G71-62503-4412-38276.wav,Distortion,22050
G93-60405-4412-38655.wav,Distortion,21168
B21-38300-4413-07671.wav,Distortion,22050
G93-57402-4411-38028.wav,Distortion,22050
G71-57307-4412-38254.wav,Distortion,23373
G61-64600-4411-37506.wav,Distortion,22491
B51-50312-4413-08047.wav,Distortion,22932
B13-47309-4412-07004.wav,Distortion,20727
G63-68604-4412-38212.wav,Distortion,21168
G63-68509-4411-37580.wav,Distortion,21168
B23-40112-4413-07761.wav,Distortion,22491
G81-65601-4411-37819.wav,Distortion,22050
G71-49204-4413-38862.wav,Distortion,23814
G61-54209-4411-37463.wav,Distortion,22491
G93-51301-4412-38638.wav,Distortion,21609
B11-33105-4413-07494.wav,Distortion,22050
B12-48405-4412-06961.wav,Distortion,20727
G73-76612-4411-37752.wav,Distortion,21609
G91-64409-4411-37957.wav,Distortion,22050
B41-40112-4412-07293.wav,Distortion,21609
G61-60405-4411-37485.wav,Distortion,24696
G73-50205-4413-38941.wav,Distortion,22491
B43-29101-4413-07958.wav,Distortion,21168
B23-31103-4413-07752.wav,Distortion,21168
B23-44211-4411-06525.wav,Distortion,22491
B31-38300-4411-06579.wav,Distortion,20727
G71-74610-4411-37672.wav,Distortion,22491
B33-38110-4413-07863.wav,Distortion,21609
G91-70511-4411-37972.wav,Distortion,21609
G73-51301-4413-38950.wav,Distortion,21609
B51-39206-4411-06780.wav,Distortion,21609
G93-50205-4412-38629.wav,Distortion,19845
B41-47309-4412-07316.wav,Distortion,22491
B11-36203-4413-07505.wav,Distortion,22491
B21-39111-4413-07656.wav,Distortion,22491
G63-67603-4411-37587.wav,Distortion,21168
B31-30102-4411-06555.wav,Distortion,19845
B12-43210-4413-07564.wav,Distortion,23814
B22-43210-4413-07720.wav,Distortion,22932
B22-31103-4411-06452.wav,Distortion,20286
B33-51408-4412-07276.wav,Distortion,20286
B11-32104-4411-06245.wav,Distortion,19845
B51-35202-4413-08024.wav,Distortion,21168
G83-55305-4411-37862.wav,Distortion,21609
G91-75611-4411-37985.wav,Distortion,22491
G61-55305-4411-37472.wav,Distortion,22932
G73-64409-4413-38971.wav,Distortion,22491
G91-58308-4411-37943.wav,Distortion,23373
B11-50407-4413-07535.wav,Distortion,23373
B33-37204-4412-07246.wav,Distortion,19845
B53-39301-4412-07464.wav,Distortion,21609
G81-53303-4412-38406.wav,Distortion,20727
